depositor_address,bpt_in_wallet,bpt_in_bal_gauge,bpt_in_aura,total_pool_tokens
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,12549.451335248528,0.0,0.0,0
0xf3dBe31FDb3c0b6614c166167403761be6E15EB5,420.73773866519224,0.0,0.0,420.73773866519224
0xd50cBDe55f8da4e8Cf94f38DeaE2c722a5BD156B,27.946639782116247,0.0,0.0,27.946639782116247
0xAa5a776bC422F1Ce8E9A4548d9560223e462c922,19.93976526910001,0.0,0.0,19.93976526910001
0xFA494A7CfF881853De5F0f482458072649858a94,19.754746583638422,0.0,0.0,19.754746583638422
0x4D2179A536E4FAf158D63234d935643ABD62a605,15.947424998440226,0.0,0.0,15.947424998440226
0xa8b4C7F8B3d91b324F815252da74884E68FB4C4C,14.571181835971748,0.0,0.0,14.571181835971748
0x22203C21e282105d847a788FD7B7bBAF125c760C,12.975768158105979,0.0,0.0,12.975768158105979
0xFcD53Fa2faC23F0217500E6eeE0Ba5677950f92B,12.903170669281666,0.0,0.0,12.903170669281666
0x318a3e139614Aa00508a02Df3460150E88074598,10.080907425907471,0.0,0.0,10.080907425907471
0xB74Ca1665c5B0f87c628b3bfA6a26Ab4b9272648,10.07564834732865,0.0,0.0,10.07564834732865
0x2Ba9D3B854e766D1F7009892490f5A60B2cFE6d3,10.011315552941737,0.0,0.0,10.011315552941737
0x8Ae99e4e53BFE644F5FCBf70860C9476f531e54a,9.991598358645494,0.0,0.0,9.991598358645494
0x5D0aC389c669D6EFE3BA96B9878d8156f180C539,9.985179099408738,0.0,0.0,9.985179099408738
0x6e48a10ebE07B7Bd6AA79A74d43F747f39708c0d,9.968856219391744,0.0,0.0,9.968856219391744
0xe2cb329Ca00E01782C3447C7d0b33f98C7A5b91d,9.048326183361283,0.0,0.0,9.048326183361283
0xdd90b899519e73CC39A355C13914359044538067,8.569468603334709,0.0,0.0,8.569468603334709
0xd25ce3620f14fC2f2375F0B619eAF02F6645ee79,8.350000636207753,0.0,0.0,8.350000636207753
0x5ED74b957fd198F81A91DEBA94A6a5Cd1B96cDf8,8.110565872342313,0.0,0.0,8.110565872342313
0x899D20a581AC9805902BBF02B7e146c4aabd4031,7.901071956506654,0.0,0.0,7.901071956506654
0xDFdC2183d4De37227BEe9F873d1aD0F430F2311c,7.751424804840556,0.0,0.0,7.751424804840556
0xB9d074afD94df661AB3Df48668A6C6c22aC04B68,5.996492039654316,0.0,0.0,5.996492039654316
0x56f4bAFdA4995eB850b63AF1E64743f5d7f4CBaD,5.701411185168648,0.0,0.0,5.701411185168648
0x3bDDDb5bC0EA5C674DFD2393f7dEF28C56014Ad3,5.046599945077724,0.0,0.0,5.046599945077724
0xdC68ff3e2Ccf723eBa0A33959dE70406a176be95,5.034244593310565,0.0,0.0,5.034244593310565
0x313600351D155A75083273b65517DaE45297B04c,4.982768979869441,0.0,0.0,4.982768979869441
0x656CA92a30B6Cf6344E726fb0fC6B7641A3F8213,4.621120072971513,0.0,0.0,4.621120072971513
0x5418B404ef767fbD9161D9De3E3AdF3E110EB009,4.4293117646589035,0.0,0.0,4.4293117646589035
0x9fc7b795121f24140d969559d4c83f5D6373C484,4.091794690986387,0.0,0.0,4.091794690986387
0x1f39103c39aC38147c8b357Bc30664a07de2527c,4.03719047044037,0.0,0.0,4.03719047044037
0xd025Ddb4eFA700B716190DA627bDE5603326Aa52,3.886800676424307,0.0,0.0,3.886800676424307
0x39d7e31484486C79cAFc20E3D89617E6e9604E09,3.019728969985997,0.0,0.0,3.019728969985997
0x3598838Cf93b8176482B93178Bd7E930F522f7cE,2.9890543378274033,0.0,0.0,2.9890543378274033
0xBBCcf6CaB5b3AEC26b0CbC6095b5b6DDBacfd59a,2.49432489266076,0.0,0.0,2.49432489266076
0x4008EFDC5039934B38d06D553B3C0BCB5ac1eb4F,2.486914397288891,0.0,0.0,2.486914397288891
0x17340E1b05f272bCff3e2a69D02614457536ac53,2.1008235281534753,0.0,0.0,2.1008235281534753
0x4b2e3579D7D087F95afFc6d2FfF74d727f26d7bb,2.100823344247709,0.0,0.0,2.100823344247709
0x09A974D5fC0D705cDc209e7e1Eb60119Df9BB9E6,2.100823305919847,0.0,0.0,2.100823305919847
0x34bDcf32208dde0Ae6f788CcfB7e7C66c4830AA6,2.10082316037044,0.0,0.0,2.10082316037044
0x392f8a32A4E8bb0C1743358a17fF84750d354767,2.100822976521633,0.0,0.0,2.100822976521633
0xe2B3D5dD0191E813B3cdca78B3BF56Ba7D214363,2.100822792701262,0.0,0.0,2.100822792701262
0x9bd6826633a5c98b9147C499C149720a66884fB3,2.1008226089093354,0.0,0.0,2.1008226089093354
0xCca7FdDFcF3265ebFfb3C0Fd285E7E39Eed3De64,2.100822425145813,0.0,0.0,2.100822425145813
0x648B90c46734DC5fcF2f91FCa07eA403b8988B36,2.1008222414106696,0.0,0.0,2.1008222414106696
0x3306602474594B4d0314686e2A96810632A767Fc,2.1008220577038705,0.0,0.0,2.1008220577038705
0x01fFF73031f95392E4c830106fA8e4E0fF7202F7,2.1008218740254314,0.0,0.0,2.1008218740254314
0x225eEd8Fb6813E3CaDaab278221Fbb0Fa3226de1,2.1008216903753043,0.0,0.0,2.1008216903753043
0x255082d041669D6fdfF176730CD99265dd2648D1,2.100821506753471,0.0,0.0,2.100821506753471
0x408d00c529616c139AE88279EC7c01F8792253c8,2.100821323159908,0.0,0.0,2.100821323159908
0x589B3fe0594480f98845115F0DA34F3eB1B31dEE,2.100821139594602,0.0,0.0,2.100821139594602
0xE0a5B27c33e83f9AcD2417e82D2f0919ba560633,2.100820956057533,0.0,0.0,2.100820956057533
0xd618b7A69B61040d4568a462239652a6E44e362d,2.100820772548654,0.0,0.0,2.100820772548654
0x7F365625E4Da42ef852ACFb6254b5cC5E17007e4,2.1008205890679705,0.0,0.0,2.1008205890679705
0x20689Cb02e3Dd881f442Ef73623F7F54D2be7d54,2.100820405615459,0.0,0.0,2.100820405615459
0xae0b04d1eD8Db26c6a70b8D5510dcC16F12c2942,2.100820222191071,0.0,0.0,2.100820222191071
0x458bCC46340FAdd65212A4AB3510dcB76b9fC709,2.1008200387948275,0.0,0.0,2.1008200387948275
0x11fD2AF21B8f1B9c7daf8a29Ffb306691dc567cD,2.100819855426665,0.0,0.0,2.100819855426665
0x0dAc5D45B92d23F12869044730Ff779f1e870cAC,2.10081967208659,0.0,0.0,2.10081967208659
0x9E93D5b148A3B7AAd64BF706dfda11bD0c92d719,2.100819488774582,0.0,0.0,2.100819488774582
0xD3f38966ddeb8c901c9702A246f61CaD1b59f23F,2.1008193054905955,0.0,0.0,2.1008193054905955
0x78a12DB66236EE20DFbc0E005cB61f4775856F43,2.1008191222346335,0.0,0.0,2.1008191222346335
0x56397DD92c71A4827372984155e9FC01C8EFf0dc,2.1008189390066554,0.0,0.0,2.1008189390066554
0x6FEdFb2B21EC0365f6144430a0969B625c0aB083,2.10081875580665,0.0,0.0,2.10081875580665
0x8a0b21D52AF24C7caCE3bad58d24364Db1dB3c07,2.1008185726345996,0.0,0.0,2.1008185726345996
0xDcFBF892eD7877B869489Fdc56a9493A6f54f126,2.1008183894904806,0.0,0.0,2.1008183894904806
0x38B78B57Ea98b7Ff28F231Eb992A73e460935a61,2.1008182063742598,0.0,0.0,2.1008182063742598
0xF267C1455a779Bae42857af229470e11724C5E74,2.1008180232859184,0.0,0.0,2.1008180232859184
0xCA5D1e03f15090dc8D3C3f92d942185969651283,2.1008178402254476,0.0,0.0,2.1008178402254476
0xC8D0DA41feCc9E59b6f07d1850EDf8BF33Bd12d0,2.100817657192833,0.0,0.0,2.100817657192833
0x287b7cE5382acB56BcB2dF69DaA8BFc6812496Dd,2.1008174741880334,0.0,0.0,2.1008174741880334
0xf3dd840c43A3e1066C88164d4372715C901d4E8e,2.100817291211019,0.0,0.0,2.100817291211019
0x56642A89D35Ebd664A00039183d1b6f11a0E9299,2.100817108261792,0.0,0.0,2.100817108261792
0x0C00CA9df55cbc8C02692274ff414974E79506E4,2.1008169253403284,0.0,0.0,2.1008169253403284
0x55B3aaDB672BF7015556C7895E15fEF091b58C27,2.100816742446615,0.0,0.0,2.100816742446615
0xD42Aea4e095483de985936424e6B9186Ac9884f1,2.1008165595805948,0.0,0.0,2.1008165595805948
0x4Ae28Eb6727E8B9b99Aa6940f96B355Dc4589A17,2.1008163767422596,0.0,0.0,2.1008163767422596
0xfe0ce4d5C078646cD4c9F88C83b660fcfac649f8,2.1008161939316143,0.0,0.0,2.1008161939316143
0x45c626c78053E82aCc73b9A7d50221e6B1eB73D0,2.1008160111486185,0.0,0.0,2.1008160111486185
0x710ff09B97C700e1086B21057e9F57d6e8289F5A,2.1008158283932628,0.0,0.0,2.1008158283932628
0x6b1a20729168Cf491cF995940423dAF0E3188D56,2.100815645665491,0.0,0.0,2.100815645665491
0x18b68E490171b845f09b08E24569CC342d5242A5,2.100815462965338,0.0,0.0,2.100815462965338
0xa354cCCd9e7b63FcBab596339DDd49DFFe7F5b33,2.100815280292734,0.0,0.0,2.100815280292734
0x28Cb99A463Af507Ef430Fe80AAdA197D3f39f807,2.100815097647679,0.0,0.0,2.100815097647679
0x90D2a01539808f57891D63329D6DD6Cf306A38ec,2.1008149150301483,0.0,0.0,2.1008149150301483
0x43239E7c23c5e1E6984CFCF640a71d84B8fF4Ddd,2.100814732440127,0.0,0.0,2.100814732440127
0xd34F0D794eFaabd6A54c0C70f8171Fc24A328E1F,2.1008145498775943,0.0,0.0,2.1008145498775943
0xCd96B79d0EeE8750C3a1BF49FAF8b010b6400b1a,2.100814367342523,0.0,0.0,2.100814367342523
0x1AF111ED0BFFdD214827769d164119797C152EAe,2.1008141848348774,0.0,0.0,2.1008141848348774
0xE34b1712672e8992AC58BBA2853a20B6474f4c50,2.1008140023546726,0.0,0.0,2.1008140023546726
0xCeB661f3dAebBDC65Ecc208a91ef9A8B7843e471,2.100813819901841,0.0,0.0,2.100813819901841
0x77C72a091268c7bb928EB1eA3B22db2699a190A3,2.100813637476403,0.0,0.0,2.100813637476403
0x700af91F427905C9091F96833EcAB0608db88e1E,2.100813455078333,0.0,0.0,2.100813455078333
0x2CFE962b4C34c2d1306B051468D7518Ec680bE8A,2.1008132727075797,0.0,0.0,2.1008132727075797
0x18907b9752C14A44587625a145F212E04Bd54a3F,2.100813090364163,0.0,0.0,2.100813090364163
0xa7AC7F7535dE207381756fc6B9a42011b8c69913,2.100812908048035,0.0,0.0,2.100812908048035
0xE1cA24bbeEa27b796b023b81ce4d6a7194A958F1,2.1008127257591624,0.0,0.0,2.1008127257591624
0xeB1050Fa701900211d88c78A3EEa8D51eC3abe65,2.1008125434975815,0.0,0.0,2.1008125434975815
0x3CD701543F70408E8CE2D9613665fAf2881e77B3,2.100812361263205,0.0,0.0,2.100812361263205
0xA596C5F9f8929c3bEd79ba1F2DB00F670BCb7a78,2.1008121790560357,0.0,0.0,2.1008121790560357
0x76414D465a01066072614edfdEE0aB74C0158d4C,2.1008119968760885,0.0,0.0,2.1008119968760885
0x64b6eBE0A55244f09dFb1e46Fe59b74Ab94F8BE1,0.0,11424.045681340493,0.0,11424.045681340493
0xA937F63bA1D69fD7e022fD50628B6D8fCFbDE52d,0.0,249.4498683077562,0.0,249.4498683077562
0xaF52695E1bB01A16D33D7194C28C42b10e0Dbec2,0.0,117.15026492903274,0.0,0
0xC5729E8e84110d7a818FAD64466fcf1D4bb07162,0.0,54.259596848284026,0.0,54.259596848284026
0x1aC88AEA19fF7cA5683930dB5434A06cB9c8897f,0.0,49.80302045030319,0.0,49.80302045030319
0xD5BB24152217BEA7A617525DDFA64ea3B41B9c0a,0.0,49.615948764894426,0.0,49.615948764894426
0xF95A58533c01195c498077B90b304A7377b072CF,0.0,48.25351754885704,0.0,48.25351754885704
0x52e4dDAe8b19d98cB878E0AfaA418D9060944c35,0.0,42.23215400586594,0.0,42.23215400586594
0xB0d53f9d50b19A206d1c83e675B1aE722bdDd5f2,0.0,41.235723918927896,0.0,41.235723918927896
0xdecF47ff468B38f0227dA4916Fcf50dD554B2928,0.0,40.30004919277171,0.0,40.30004919277171
0x02001CcD971AeD3308e110A5E4354536A68b7E07,0.0,39.968818619516206,0.0,39.968818619516206
0x99c11C7CE689Ab98244e2aE942B76B0484C350dA,0.0,36.18963097648085,0.0,36.18963097648085
0x05f51de33bD21abD4172634eDDC78c8884212033,0.0,21.970561536339364,0.0,21.970561536339364
0x2ef087AB5f2c51F9885A6E95EBa6C08F647d73aF,0.0,20.007394059234375,0.0,20.007394059234375
0x76aAAEa954550C02CF81673DD159dC70bd68cED8,0.0,19.95646490243116,0.0,19.95646490243116
0xB5D26158102181dc4ceee75f260A60Debd752E45,0.0,17.87576012703609,0.0,17.87576012703609
0x52649c1BcDD9477821B1ef35D064AC55c5Afe4fA,0.0,14.96324931929517,0.0,14.96324931929517
0x7Ae44941303cA168f8B91fECa49219F24c5e6790,0.0,14.357911212848753,0.0,14.357911212848753
0xC4Ce07a72F9B775260863a52A1bdFF38D6C35979,0.0,13.738584839204197,0.0,13.738584839204197
0x2068D14Ee50772DD6e89c6F64F32Adad0Cc936Ef,0.0,12.630746143208473,0.0,12.630746143208473
0x9264310330751a3A4e63Cf41E989e47B82E8E2BE,0.0,12.060195429680475,0.0,12.060195429680475
0x225D7280ecdB9F1F993bfF2F887228974c72093A,0.0,11.454745405911215,0.0,11.454745405911215
0x9a568bFeB8CB19e4bAfcB57ee69498D57D9591cA,0.0,10.022525340589707,0.0,10.022525340589707
0x77a92ff9C567e0662DDf33D1c4a23FA03eAf5d27,0.0,10.010925384192763,0.0,10.010925384192763
0xF19a8f29096CED385AbB7c4930548121C97C8C40,0.0,9.953737228976271,0.0,9.953737228976271
0xbD7AB351DD636C7d6423f6dCf4978244FE8822D9,0.0,5.396088274753634,0.0,5.396088274753634
0xf9AEb52bB4eF74E1987dd295E4Df326d41D0d0fF,0.0,5.028233745347673,0.0,5.028233745347673
0xAc51528378F01d00571A9d7F0a97B255E1FBABf4,0.0,4.987961633565056,0.0,4.987961633565056
0xc5C8Dca19BbA2A7bEf4f591C158aC35e58C5c907,0.0,4.497534561194083,0.0,4.497534561194083
0x0d2637F4b304E4D2A86078eeF60EfcF4DAF1168d,0.0,4.195964532744385,0.0,4.195964532744385
0x6B7d79bD40Aef55822459afD00Ee9208e6a055D9,0.0,4.092918919772146,0.0,4.092918919772146
0x3FEe9194bB6c69a5F7B0e67dB50f4d2680d2137f,0.0,4.016205294859698,0.0,4.016205294859698
0x0FC98d0662851585993DD38AFA522f5811CFe74d,0.0,3.996684624642763,0.0,3.996684624642763
0xe0031f7c4B3Cb05091Dc42266B3075446f512108,0.0,3.98962624132773,0.0,3.98962624132773
0x2B85bD15A50567acF860201c833120Fb431eEDF0,0.0,3.9520424110474046,0.0,3.9520424110474046
0x188294fC5B2e8B2FfC077B5BED0b3771c2e0c0d4,0.0,3.262072419497209,0.0,3.262072419497209
0x2F9bF46F93cb8d91f0de5004ec948f84C209e1b5,0.0,3.1831065447327354,0.0,3.1831065447327354
0x832BA7729e01Cae4e3FC1B21a26FEE5fa3FA519F,0.0,2.9957324290159857,0.0,2.9957324290159857
0x13b3fF6f1d996eAf36022eA2a92669e1371E46d7,0.0,2.992901018292542,0.0,2.992901018292542
0x987230fE55acA343bdF08c5bED07E659acaa0E7A,0.0,2.9921341082152764,0.0,2.9921341082152764
0x5189dA5f70ED7776139fBF4D32c82fa837BA5CEd,0.0,2.9537455564463646,0.0,2.9537455564463646
0x19dae322d7Df58Fb33e5430A39ff92ECc04D22ed,0.0,2.894238812977309,0.0,2.894238812977309
0x7abe83B1B1523aF30F14a90464e490Cd136B9B63,0.0,2.7934403252707374,0.0,2.7934403252707374
0x8bC8860fC86E143C93C1404F56765d375569B918,0.0,2.790660831925196,0.0,2.790660831925196
0x462341D8BDD3a87b9Aa5b8aa95CBdDDfdAC17faA,0.0,2.695750838039336,0.0,2.695750838039336
0xa12810cE00Eef03951877aafe2c9B16d3041fa19,0.0,2.642972381059693,0.0,2.642972381059693
0xdC40fC2915331297b52E47990FD033a1B42F16DC,0.0,2.394170719906309,0.0,2.394170719906309
0x9C6C9ac7cA192A46405cC7875385763223Ce62ad,0.0,2.3231327555722903,0.0,2.3231327555722903
0x2Ac7777410D625e7683F22017BB562aBaa428587,0.0,2.294539677868257,0.0,2.294539677868257
0xD1a050aFD8D270b721B04C14a96f9dae48272A1F,0.0,2.0662453346070797,0.0,2.0662453346070797
0x2DE7cd65a12da97a76851E2E2878328185eff51B,0.0,2.020003594963172,0.0,2.020003594963172
0x31a0ca8ecCa902818f25f5B06E072B64C09dB3f1,0.0,2.010105995754711,0.0,2.010105995754711
0x47945E744d4D1c4770E0e766c9c14619976ECB66,0.0,2.007960598502204,0.0,2.007960598502204
0xDEC4FEFEf7ce8f4AF068BF6861F99999E01c80D7,0.0,2.0009435892377825,0.0,2.0009435892377825
0x3D9fcb03c6C09bBae2689DC50D14Dac54F3F299D,0.0,1.9973913612712697,0.0,1.9973913612712697
0xb4d86E837352c19dD6aF6635cA92E42bBb57e86D,0.0,1.9957309196884592,0.0,1.9957309196884592
0x9E3317d4b14Cd8A5797dDA52087C704E6bdCcEFf,0.0,1.9562871792060814,0.0,1.9562871792060814
0xe72681Aee64b958e1F9dF7dB9eEa98d1296Bc36C,0.0,1.703187838704818,0.0,1.703187838704818
0xD59289A76D6bbD89EfDffe14B9beC15cC8c67668,0.0,1.498772278200147,0.0,1.498772278200147
0xa333e5086f629269996BB6422b0Fe78f3781f039,0.0,1.4969517644808819,0.0,1.4969517644808819
0x5Df44c4b571abA3856F977eC17985DB33B97a6C1,0.0,1.4966047333351067,0.0,1.4966047333351067
0x4CfDD701A13487362007e4A20d3583ef65426968,0.0,1.4950958920794026,0.0,1.4950958920794026
0x52Af1571D431842cc16073021bAF700aeAAa8146,0.0,1.3983635368795386,0.0,1.3983635368795386
0x71535AAe1B6C0c51Db317B54d5eEe72d1ab843c1,0.0,1.259711218547374,0.0,1.259711218547374
0x692554b8b71334a9CEd895E92060f6442A340B74,0.0,1.2371636415764855,0.0,1.2371636415764855
0xAfb5AE082dF42850D07A7058526fBE5e36328731,0.0,1.1777500648838395,0.0,1.1777500648838395
